CSAT Score,cleaned_remarks
5,best
5,executive polite nature communication good
5,shopzilla team pls entertain sending floor toilet cleaner eatables leakage eatables sticky really poisonous consume also thorough recheck items sending shopzilla plus customer worse experience altogether
5,good
5,delivery person responsible open box delivery feature
2,asked not close open ticket mr closed find impolite side
5,app nice product good
5,call
1,bahut hi bakwas service koi fayda hi nhi hai logo se baat kar ke logo ke pass itna power hai ki ek delivery agent inko inka aukat bata aur ye bs sorry sir sorry sir jate
5,spprrbbbbb
5,thanks mem
5,good
5,excellent service employees deserves raise
4,4
5,good
5,good conversation
5,good behavior
5,good
4,shopzilla helpful customer care
1,not spoke triggerred
5,agent try understand issue hope shopzilla team try resolve issue
5,good interaction
5,good sir
5,good experience want refund
5,exlent work
5,good
5,good service
3,awesome
4,good
5,good
5,thanks understanding problem
5,customer care maam saport query thanks customer care maam
5,ok thanks
5,solve costumers problems soon possible fastly
5,imporve quality products
5,adviser good manner hope issue resolved within 4 5 days
4,thanks
1,person addressed query labelled resolved highly unprofessional callous didint ecen cared call back
5,every thing fine
5,good service
1,bad
5,make quick
5,good
5,well
4,
5,thank
3,ask not make us wait hold longer time
1,poor bad
5,supper
1,not good
5,make return policy flexible
3,refund late
5,good
5,good
5,great experience
5,sar se baat karke good experience
1,delivery not expected perfect
5,good
5,thank
1,not satisfied delivery service
5,thankyou
1,product not delivered nobody information
1,10 days passed no resolution provided yet
5,nice
5,happy resolution闁肩儤甯 崺妞 gud agent
5,everything fine
5,possible would better could talk customer care representative make repeated call grievance
5,excellent
5,satisfied talk executive
5,executive nice solve query
5,improve immediately response
1,pathetic
1,worst experience customer care executive
5,dilyed product
4,thank sakhsi
5,thank dear
4,conversation language bengali
4,good
5,h tv
5,thank much
4,provide contact number
5,good
5,good
5,excellent
5,good
5,fastest service shopzilla
5,thank
5,good bhaiya
5,happy costumer service
5,normally refund initiated amount reaches source account within 2to3 days account not credited yet refund initiated 12th august 2023 today 16 august 23
4,refund money immediately good shopzilla service order delivery late
1,unprofessional
1,fast reslov issues ok
4,ok
5,no
1,refund not available
5,facing difficulties contacting support
5,good
5,naic
5,good job
2,headphone kharab hai
5,thanks
5,good service
4,
5,please quick solved problem dammeged poor quality products
5,control sellers policy like boat
5,good
5,awesome
5,need change open box delivery policy
5,good
1,bad experience not happy
5,no suggestions
5,good coordination
5,good helpful thanks
5,good
5,ok
5,associate good polite
4,happy customer care executive behaviour
1,received sub standard product paying amount better product
5,customer support called back within 5 10 minutes raising need help else working hours n people opinion not 10pm nor 07am
1,worst customer service agent kept hold long time never replied back
5,good service
5,nice services
5,good
5,good
5,thank
5,good
5,not happy product not cosmetic let us atleast apply return quality check
5,good
5,ok
1,shopzilla fraud company shopzilla customers support also fraud
4,sealer quality improve
5,great support
5,talking language superb
1,provide delivery asap
5,non refundable items must open box delivery
5,super
5,handling customers well
5,
5,return policy clearly shown submitting saving order
1,bad service gift card not credited ac
5,felt happy
4,provide proper knowledge delivery agent regarding shopzilla products
1,pathetic service shopzilla
1,worst app purchasing anything definitely disappoint worst delivery system totally lier done fraud definitely uninstall app
5,customer care number call disgusting no phone no call
4,return policy bad
5,good
4,please exchange product know money not free
1,product fake return product due no return policy shopzilla sent fake product
5,ok well conversation e cust executive satisfactory
5,okay good
5,please control sellers cheat harass customers logistics deptt well
5,vary good
1,concentrated rating
3,problem not resolve
5,
3,ensure quick resolution
1,professional clear
1,shopzilla system mi 4 pro tv warrant expire july 2024and jeeves addition warranty expire no support jeeves person loss purchase 3year warrants expire mi one year warrants next time no purchase product shopzilla
5,good
2,company ordered not reached customers replacement company not matched taking much time delivery not easy contact customers care help
5,good call support nice batchit thank shopzilla
1,give refund please
1,poor shopzilla
5,vvv good
5,thanku
5,suparb agent
1,highly disappointed
4,good
2,bad delivery service
5,products delivered 14 august agent area want delivered products hardly request shopzilla please give exact mobile number agent actually delivered product customers thank
1,poor shopzilla
1,logistics problem hand
4,good job
1,plz consume time resolution
5,good
5,good
5,honesty best policy make team self motivated honest giving handsome money incentives initiatives
1,no solution aur call cut kar rahe hain customer ko response rahe
1,ing irresponsible seller mother er times happen last time jan ed 2 expensive mobiles ing stok waiting 4 days scammer
5,thanks concern
5,good
4,product order kiya tha uska instalation tha fan installed karke gaye regulater pass nahi kiya mene unse regulater bypass ka instruction fir bhi unhone kaha koi bat nahi usse koi firk jab ki product k instructions menual inatalation sabse pehle mandatory step bypass eliminate regulator connection installing atomberg fan optimal performance unke jaane ke 1 hour hi apne aap vajah se fan ka speed chalu kam lights flash home laagti mene vapis call karke kaha tohh excicutive bolte humko karna hota switch board hota instalation instructions bldc fan regulator bypass karna tohh bolte hamara kaam nahi hi karna hota humko koi instructions nahi diya apko complain karna tohh kar lijiye vajah se product damage hua varranty clear mention kiya ki install karne product damage huva tohh iski koi varranty nahi isiliye humne instalation charge bhi diya fir bhi ye problem karke gaye vajah se product damage hua toh iske liye kon responsible hoga
